"Subject_Course","CRN","Title","Instructional_Method","Schedule_Type","Accounting_Method","Units","BUILDING","ROOM","DAYS","Time","Ptrm","Start_Date","End_Date","Max_Enroll","Actual_Enroll","WAIT_CAPACITY","Wait_List","Status","Instructor","CAMPUS"
"ENGL C1000",21707,"Academic Reading and Writing",02S,02,W,4,TCCB,B117,MW,"10:10AM - 12:00PM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,TCC
"ENGL C1000",21708,"Academic Reading and Writing",02S,02,W,4,TULE,561,MW,"6:10PM - 8:00PM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,COS
"ENGL C1000",21709,"Academic Reading and Writing",02S,02,W,4,TULE,562,MW,"9:10AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,COS
"ENGL C1000",21710,"Academic Reading and Writing",02S,02,W,4,TULE,552,TR,"8:10AM - 10:00AM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,COS
"ENGL C1000",21711,"Academic Reading and Writing",02S,02,W,4,TULE,571,MW,"12:10PM - 2:00PM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,COS
"ENGL C1000",21712,"Academic Reading and Writing",OH,02,IW,4,HACVEB,112,T,"12:10PM - 2:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,HAC
"ENGL C1000",21712,"Academic Reading and Writing",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,HAC
"ENGL C1000",21713,"Academic Reading and Writing",OH,02,IW,4,TULE,571,T,"8:10AM - 10:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1000",21713,"Academic Reading and Writing",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1000",21714,"Academic Reading and Writing",OH,02,IW,4,TULE,N/A,W,"8:10AM - 10:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1000",21714,"Academic Reading and Writing",OH,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1000",21715,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21716,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21717,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21718,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21719,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21720,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21721,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21722,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21723,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21724,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21725,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21726,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21727,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21728,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21729,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21730,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21731,"Academic Reading and Writing",ON,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1000",21732,"Academic Reading and Writing",ONS,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,ONC
"ENGL C1000",21733,"Academic Reading and Writing",ONS,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,ONC
"ENGL C1000",21734,"Academic Reading and Writing",ONS,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,ONC
"ENGL C1000",21735,"Academic Reading and Writing",ONS,72,IW,4,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,0,0,A,Staff,ONC
"ENGL C1001",21575,"Critical Thinking and Writing",02,02,W,3,TULE,561,MW,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21736,"Critical Thinking and Writing",02,02,W,3,TULE,561,MW,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21737,"Critical Thinking and Writing",02,02,W,3,TULE,554,MW,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21738,"Critical Thinking and Writing",02,02,W,3,HACEDU,E93,MW,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,HAC
"ENGL C1001",21739,"Critical Thinking and Writing",02,02,W,3,TULE,554,TR,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21740,"Critical Thinking and Writing",02,02,W,3,KERN,742,MW,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21741,"Critical Thinking and Writing",02,02,W,3,TULE,554,TR,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21742,"Critical Thinking and Writing",02,02,W,3,KERN,742,MW,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21743,"Critical Thinking and Writing",02,02,W,3,SYCMOR,N/A,MW,"2:10PM - 3:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21744,"Critical Thinking and Writing",02,02,W,3,TULE,554,TR,"2:10PM - 3:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21745,"Critical Thinking and Writing",02,02,W,3,TULE,554,TR,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21746,"Critical Thinking and Writing",02,02,W,3,TULE,561,T,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21747,"Critical Thinking and Writing",02,02,W,3,TULE,554,MW,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21748,"Critical Thinking and Writing",02,02,W,3,KERN,742,TR,"2:10PM - 3:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21749,"Critical Thinking and Writing",02,02,W,3,TULE,554,TR,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21750,"Critical Thinking and Writing",02,02,W,3,TULE,554,MW,"2:10PM - 3:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21751,"Critical Thinking and Writing",02,02,W,3,TULE,554,MW,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21752,"Critical Thinking and Writing",02,02,W,3,TCCB,B218,MW,"8:45AM - 10:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,TCC
"ENGL C1001",21753,"Critical Thinking and Writing",02,02,W,3,KERN,742,MW,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21754,"Critical Thinking and Writing",02,02,W,3,KERN,742,TR,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21755,"Critical Thinking and Writing",02,02,W,3,KERN,742,TR,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21756,"Critical Thinking and Writing",02,02,W,3,HACEDU,E67,M,"6:10PM - 9:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,HAC
"ENGL C1001",21757,"Critical Thinking and Writing",02,02,W,3,HACEDU,E67,TR,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,HAC
"ENGL C1001",21758,"Critical Thinking and Writing",02,02,W,3,TULE,554,MW,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21759,"Critical Thinking and Writing",02,02,W,3,KERN,742,TR,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21760,"Critical Thinking and Writing",02,02,W,3,KERN,742,TR,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ENGL C1001",21761,"Critical Thinking and Writing",DE,02,W,3,CORHS,N/A,MTF,"1:40PM - 2:30PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,COR
"ENGL C1001",21762,"Critical Thinking and Writing",DE,02,W,3,EXEHS,N/A,MTR,"8:00AM - 8:50AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,EXE
"ENGL C1001",21763,"Critical Thinking and Writing",DE,02,W,3,EXEHS,N/A,MTR,"9:00AM - 9:50AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,EXE
"ENGL C1001",21764,"Critical Thinking and Writing",DE,02,W,3,VISGOL,N/A,TWR,"10:30AM - 11:25AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21765,"Critical Thinking and Writing",DE,02,W,3,HWHS,N/A,MTR,"1:15PM - 2:05PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,HAN
"ENGL C1001",21766,"Critical Thinking and Writing",DE,02,W,3,VISMWH,N/A,M,"9:20AM - 10:10AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21766,"Critical Thinking and Writing",DE,02,W,3,VISMWH,N/A,TR,"8:30AM - 9:20AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21767,"Critical Thinking and Writing",DE,02,W,3,VISRED,N/A,TWR,"11:50AM - 12:40PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21768,"Critical Thinking and Writing",DE,02,W,3,VISRED,N/A,TWR,"1:35PM - 2:25PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21769,"Critical Thinking and Writing",DE,02,W,3,CORHS,N/A,MTF,"12:40PM - 1:35PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,COR
"ENGL C1001",21770,"Critical Thinking and Writing",DE,02,W,3,ELDIAM,N/A,TR,"8:15AM - 9:05AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21770,"Critical Thinking and Writing",DE,02,W,3,ELDIAM,N/A,M,"9:05AM - 9:55AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21771,"Critical Thinking and Writing",DE,02,W,3,VISGOL,N/A,TWR,"9:25AM - 10:15AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21772,"Critical Thinking and Writing",DE,02,W,3,VISMWH,N/A,M,"11:10AM - 12:00PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21772,"Critical Thinking and Writing",DE,02,W,3,VISMWH,N/A,TR,"10:40AM - 11:30AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21773,"Critical Thinking and Writing",DE,02,W,3,OROHS,N/A,MTF,"1:25PM - 2:15PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,ORO
"ENGL C1001",21774,"Critical Thinking and Writing",DE,02,W,3,HACEDU,E94,MTR,"8:10AM - 9:00AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,HAC
"ENGL C1001",21775,"Critical Thinking and Writing",DE,02,W,3,HWHS,N/A,MTR,"8:40AM - 9:30AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,HAN
"ENGL C1001",21776,"Critical Thinking and Writing",DE,02,W,3,LINHS,N/A,MTR,"8:15AM - 9:05AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,LIN
"ENGL C1001",21777,"Critical Thinking and Writing",DE,02,W,3,WOOHS,N/A,MTR,"8:00AM - 8:50AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,WOO
"ENGL C1001",21778,"Critical Thinking and Writing",DE,02,W,3,ELDIAM,N/A,TR,"11:00AM - 12:15PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,VIS
"ENGL C1001",21779,"Critical Thinking and Writing",DE,02,W,3,OROHS,N/A,MTF,"12:30PM - 1:20PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,ORO
"ENGL C1001",21780,"Critical Thinking and Writing",DE,02,W,3,HANHI,N/A,M,"2:50PM - 3:40PM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,HAN
"ENGL C1001",21780,"Critical Thinking and Writing",DE,72,W,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,HAN
"ENGL C1001",21781,"Critical Thinking and Writing",DE,02,W,3,WOOHS,N/A,MTR,"11:05AM - 11:55AM",1,1/12/2026,5/20/2026,0,0,0,0,A,Staff,WOO
"ENGL C1001",21788,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21789,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21790,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21791,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21792,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21793,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21794,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21795,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21796,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21797,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21798,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21799,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21800,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21801,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21802,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21803,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21804,"Critical Thinking and Writing",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,ONC
"ENGL C1001",21782,"Critical Thinking and Writing",DE,,W,3,N/A,N/A,XX,"12:00AM - 12:00AM",O,,,0,0,0,0,A,Staff,TUL
"ENGL C1001",21783,"Critical Thinking and Writing",DE,,W,3,N/A,N/A,XX,"12:00AM - 12:00AM",O,,,0,0,0,0,A,Staff,TUL
"ENGL C1001",21784,"Critical Thinking and Writing",DE,,W,3,N/A,N/A,XX,"12:00AM - 12:00AM",O,,,0,0,0,0,A,Staff,TUL
"ENGL C1001",21785,"Critical Thinking and Writing",DE,02,W,3,N/A,N/A,XX,"12:00AM - 12:00AM",O,1/1/2026,5/25/2026,0,0,0,0,A,Staff,TUL
"ENGL C1001",21787,"Critical Thinking and Writing",DE,,W,3,N/A,N/A,XX,"12:00AM - 12:00AM",O,,,0,0,0,0,A,Staff,TUL
"ART 001",20024,"Art Appreciation",02,02,W,3,KAWEAH,205,TR,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"ART 001",20025,"Art Appreciation",02,02,W,3,TCCB,B125,TR,"8:45AM - 10:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,TCC
"ART 001",20096,"Art Appreciation",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"ART 001",20110,"Art Appreciation",02,02,W,3,SAWTTH,326,MW,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"ART 001",20117,"Art Appreciation",02,02,W,3,KAWEAH,205,TR,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"ART 001",20447,"Art Appreciation",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"ART 001",20536,"Art Appreciation",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"ART 001",20882,"Art Appreciation",OO,02,ID,3,HACEDU,E37,W,"6:10PM - 8:00PM",O,1/28/2026,1/28/2026,40,0,10,0,A,Staff,HAC
"ART 001",20882,"Art Appreciation",OO,72,ID,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",O,1/28/2026,5/20/2026,40,0,10,0,A,Staff,HAC
"ART 002",20103,"Art History/Ancient-Gothic",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"ART 002",20279,"Art History/Ancient-Gothic",02,02,W,3,KAWEAH,205,MW,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"ART 003",20026,"Art History/Gothic-Modern",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"ART 003",20192,"Art History/Gothic-Modern",02,02,W,3,KAWEAH,205,TR,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,COS
"ART 005",20463,"Art Ancient America: S America",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,40,0,10,0,A,Staff,ONC
"ART 006",20027,"Color and Design",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,ONC
"ART 006",20027,"Color and Design",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,ONC
"ART 006",20104,"Color and Design",06,02,W,3,KAWEAH,264A,T,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",20104,"Color and Design",06,04,W,3,KAWEAH,264A,T,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",20104,"Color and Design",06,04,W,3,KAWEAH,264A,R,"8:10AM - 11:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",20813,"Color and Design",06,06,W,3,KAWEAH,264A,TR,"2:10PM - 5:00PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",21062,"Color and Design",06,02,W,3,KAWEAH,264A,M,"2:10PM - 3:25PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",21062,"Color and Design",06,04,W,3,KAWEAH,264A,M,"3:45PM - 5:00PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",21062,"Color and Design",06,04,W,3,KAWEAH,264A,W,"2:10PM - 5:00PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",21063,"Color and Design",06,02,W,3,KAWEAH,264A,T,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",21063,"Color and Design",06,04,W,3,KAWEAH,264A,T,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 006",21063,"Color and Design",06,04,W,3,KAWEAH,264A,R,"11:10AM - 2:00PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20797,"Drawing Fundamentals",06,02,W,3,KAWEAH,254A,M,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20797,"Drawing Fundamentals",06,04,W,3,KAWEAH,254A,W,"8:10AM - 11:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20797,"Drawing Fundamentals",06,04,W,3,KAWEAH,254A,M,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20798,"Drawing Fundamentals",06,02,W,3,KAWEAH,254A,T,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20798,"Drawing Fundamentals",06,04,W,3,KAWEAH,254A,R,"8:10AM - 11:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20798,"Drawing Fundamentals",06,04,W,3,KAWEAH,254A,T,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20799,"Drawing Fundamentals",06,02,W,3,KAWEAH,254A,M,"11:10AM - 12:25PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20799,"Drawing Fundamentals",06,04,W,3,KAWEAH,254A,M,"12:45PM - 2:00PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",20799,"Drawing Fundamentals",06,04,W,3,KAWEAH,254A,W,"11:10AM - 2:00PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 008",21144,"Drawing Fundamentals",06,06,W,3,KAWEAH,254A,TR,"2:10PM - 5:00PM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 015",20817,"Beginning Printmaking",06,02,W,3,KAWEAH,263A,M,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ART 015",20817,"Beginning Printmaking",06,04,W,3,KAWEAH,263A,W,"8:10AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ART 015",20817,"Beginning Printmaking",06,04,W,3,KAWEAH,263A,M,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ART 016",20818,"Intermediate Printmaking",06,02,W,3,KAWEAH,263A,M,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ART 016",20818,"Intermediate Printmaking",06,04,W,3,KAWEAH,263A,W,"8:10AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ART 016",20818,"Intermediate Printmaking",06,04,W,3,KAWEAH,263A,M,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,25,0,10,0,A,Staff,COS
"ART 023",20476,"Introduction to Digital Art",06,02,W,3,KAWEAH,264A,M,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 023",20476,"Introduction to Digital Art",06,04,W,3,KAWEAH,264A,MW,"9:45AM - 11:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 023",20476,"Introduction to Digital Art",06,04,W,3,KAWEAH,264A,W,"8:10AM - 9:25AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,COS
"ART 032",20824,"3-D Design",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,ONC
"ART 032",20824,"3-D Design",ON,72,IW,3,ONLINE,N/A,XX,"12:00AM - 12:00AM",1,1/12/2026,5/20/2026,28,0,10,0,A,Staff,ONC
